lp,title,link,localization,price,rooms_number,area,floor
381,4-pokojowe mieszkanie 78m2 + balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-78m2-balkon-ID4oxcb,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,78.71 m²,4 piętro
382,"3-pokojowe mieszkanie 65m2 + balkon 8,24+12,24m2",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-65m2-balkon-8-24-12-24m2-ID4rrKh,"ul. Bobrowiecka, Sielce, Mokotów, Warszawa, mazowieckie",1 390 912 zł,3 pokoje,65.92 m²,1 piętro
383,,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-loggia-ID.4kHIn,,,Brak informacji,Brak informacji,Brak informacji
lp,title,link,localization,price,rooms_number,area,floor
384,Kawalerka,https://www.otodom.pl/pl/oferta/kawalerka-ID4tXiN,"ul. Fundamentowa, Grochów, Praga-Południe, Warszawa, mazowieckie",350 000 zł,1 pokój,20 m²,7 piętro
385,105m2 | 6 Pokoi + 2 Łazienki | Metro Ursynów,https://www.otodom.pl/pl/oferta/105m2-6-pokoi-2-lazienki-metro-ursynow-ID4tyCC,"al. Aleja Komisji Edukacji Narodowej, Ursynów Północny, Ursynów, Warszawa, mazowieckie",1 835 000 zł,6 pokoi,105 m²,6 piętro
386,2-pokojowe mieszkanie 47m2 + ogródek,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-47m2-ogrodek-ID4iml2,"ul. Jana Nowaka-Jeziorańskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",812 236 zł,2 pokoje,47.53 m²,1 piętro
387,3-pokojowe mieszkanie 74m2 + balkon,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-74m2-balkon-ID4p17q,"ul. Bysławska, Falenica, Wawer, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,74.6 m²,1 piętro
388,"Kawalerka blisko metra, idealna pod wynajem",https://www.otodom.pl/pl/oferta/kawalerka-blisko-metra-idealna-pod-wynajem-ID4tEkL,"Huta, Bielany, Warszawa, mazowieckie",420 000 zł,1 pokój,24.5 m²,6 piętro
389,"NOWE 2024, bezpośrednio, bez podatku PCC",https://www.otodom.pl/pl/oferta/nowe-2024-bezposrednio-bez-podatku-pcc-ID4rZW1,"ul. Nowy Służewiec 21, Wyczółki, Ursynów, Warszawa, mazowieckie",890 000 zł,2 pokoje,39.5 m²,5 piętro
390,4-pokojowe mieszkanie 94m2 + ogródek,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-94m2-ogrodek-ID4pape,"ul. Marywilska 19, Żerań, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,94.52 m²,parter
391,3-pokojowe mieszkanie 82m2 + 2 ogródki,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-82m2-2-ogrodki-ID4pn9S,"ul. Anny German, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",1 971 000 zł,3 pokoje,82.03 m²,parter
392,Mokotów Małe Mieszkanie,https://www.otodom.pl/pl/oferta/mokotow-male-mieszkanie-ID4u0ly,"al. Aleja Polski Walczącej, Czerniaków, Mokotów, Warszawa, mazowieckie",726 000 zł,2 pokoje,36.33 m²,4 piętro
393,Sprzedaż mieszkania | 48 m2| Białołęka,https://www.otodom.pl/pl/oferta/sprzedaz-mieszkania-48-m2-bialoleka-ID4u2rs,"ul. Skarbka z Gór 15E, Grodzisk, Białołęka, Warszawa, mazowieckie",650 000 zł,2 pokoje,48 m²,4 piętro
394,4-pokojowe mieszkanie 73m2 + ogródek Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-73m2-ogrodek-bezposrednio-ID4rl7t,"ul. Ostródzka, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,73.51 m²,parter
395,3-pokojowe mieszkanie 57m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-balkon-bez-prowizji-ID4t99f,"ul. Stefana Okrzei, Stara Praga, Praga-Północ, Warszawa, mazowieckie",1 461 000 zł,3 pokoje,57.49 m²,2 piętro
396,4-pokojowe mieszkanie 80m2 + taras Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-80m2-taras-bezposrednio-ID4l3g9,"ul. Piotra Wysockiego, Bródno, Targówek, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,80.51 m²,5 piętro
397,3-pok. mieszkanie na Białołence ul.Pasłecka,https://www.otodom.pl/pl/oferta/3-pok-mieszkanie-na-bialolence-ul-paslecka-ID4tlc2,"ul. Pasłęcka, Nowodwory, Białołęka, Warszawa, mazowieckie",699 000 zł,3 pokoje,59 m²,parter
398,4-pokojowe mieszkanie 89m2 + balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-89m2-balkon-ID4jBQp,"ul. Goździków, Marysin Wawerski, Wawer, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,89.87 m²,3 piętro
399,4-pokojowe mieszkanie 93m2 + balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-93m2-balkon-ID4piwy,"ul. Sycylijska, Stegny, Mokotów, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,93.16 m²,2 piętro
400,4-pokojowe mieszkanie 70m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-70m2-balkon-bez-prowizji-ID4rkTe,"ul. Tytoniowa, Marysin Wawerski, Wawer, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,70.58 m²,2 piętro
401,1-pokojowe mieszkanie 26m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-bez-posrednikow-ID4m96l,"ul. Konopacka 12, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Zapytaj o cenę,1 pokój,26.52 m²,parter
402,4-pokojowe mieszkanie 74m2 + ogródek,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-74m2-ogrodek-ID4sVWh,"ul. Jeziorowa, Zerzeń, Wawer, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,74.08 m²,1 piętro
403,4-pokojowe mieszkanie 114m2 + ogródek Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-114m2-ogrodek-bezposrednio-ID4nKfG,"ul. Jagiellońska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",2 057 940 zł,4 pokoje,114.33 m²,parter
404,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-74m2-balkon-ID.4p17q,,,Brak informacji,Brak informacji,Brak informacji
lp,title,link,localization,price,rooms_number,area,floor
405,2-pokojowe mieszkanie 50m2 + ogródek Bez Prowizji,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-50m2-ogrodek-bez-prowizji-ID4f9Ld,"ul. Marywilska 19, Żerań, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,50.55 m²,parter
406,"mieszkanie 53m2, dwa balkony, Praga Północ Darwina",https://www.otodom.pl/pl/oferta/mieszkanie-53m2-dwa-balkony-praga-polnoc-darwina-ID4u2lz,"ul. Karola Darwina, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",800 000 zł,2 pokoje,53 m²,3 piętro
407,4-pokojowe mieszkanie 73m2 + taras Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-73m2-taras-bez-prowizji-ID4tpd4,"ul. Goleszowska, Odolany, Wola, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,73.11 m²,5 piętro
408,3-pokojowe mieszkanie 68m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-68m2-balkon-bezposrednio-ID4nKeu,"ul. Jagiellońska, Pelcowizna, Praga-Północ, Warszawa, mazowieckie",1 089 760 zł,3 pokoje,68.11 m²,1 piętro
409,Nowoczesny 3-Pok. Apartament W Sercu 19. Dzielnicy,https://www.otodom.pl/pl/oferta/nowoczesny-3-pok-apartament-w-sercu-19-dzielnicy-ID4tWdx,"ul. Kolejowa, Czyste, Wola, Warszawa, mazowieckie",1 625 000 zł,3 pokoje,65 m²,1 piętro
410,Ciche 3 Pokojowe Mieszkanie Obok Metra Szwedzka,https://www.otodom.pl/pl/oferta/ciche-3-pokojowe-mieszkanie-obok-metra-szwedzka-ID4tSmm,"ul. Kowelska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",1 100 000 zł,3 pokoje,48.4 m²,2 piętro
411,"Funkcjonalna, Cicha Kawalerka Przy Jp Ii/Piwnica",https://www.otodom.pl/pl/oferta/funkcjonalna-cicha-kawalerka-przy-jp-ii-piwnica-ID4tWdu,"ul. Niska, Muranów, Śródmieście, Warszawa, mazowieckie",579 000 zł,1 pokój,30 m²,7 piętro
412,"5-Pok, Dwupoziomowe, 12 Min Metro Stadion, 2Xmp",https://www.otodom.pl/pl/oferta/5-pok-dwupoziomowe-12-min-metro-stadion-2xmp-ID4tWdw,"al. Aleja gen. Antoniego Chruściela ""Montera"", Stary Rembertów, Rembertów, Warszawa, mazowieckie",1 355 000 zł,5 pokoi,105 m²,3 piętro
413,4-pokojowe mieszkanie 75m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-75m2-balkon-bezposrednio-ID4nzzY,"ul.Ostródzka, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,75.35 m²,1 piętro
414,"NOWE, bezpośrednio, bez PCC",https://www.otodom.pl/pl/oferta/nowe-bezposrednio-bez-pcc-ID4tFtS,"ul. Bokserska 73, Wyczółki, Ursynów, Warszawa, mazowieckie",1 060 000 zł,2 pokoje,47 m²,2 piętro
415,Bezpośrednio | przy metro M2 | 3 piętro | klima,https://www.otodom.pl/pl/oferta/bezposrednio-przy-metro-m2-3-pietro-klima-ID4t4jr,"Dywizjonu 303 155, Górce, Bemowo, Warszawa, mazowieckie",799 000 zł,2 pokoje,42.57 m²,3 piętro
416,2-pokojowe mieszkanie 48m2 + ogródek Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-48m2-ogrodek-bezposrednio-ID4nFxd,"ul. Chodakowska, Grochów, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,48.41 m²,parter
417,4-pokojowe mieszkanie 63m2 + ogródek Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-63m2-ogrodek-bez-prowizji-ID4tqUM,"ul. Żupnicza, Grochów, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,63.78 m²,parter
418,3-pokojowe mieszkanie 83m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-83m2-bez-posrednikow-ID4ojrT,"ul. Skaryszewska, Kamionek, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,83.88 m²,5 piętro
419,"Mieszkanie 2-pok. 40 m2, Warszawa Geodezyjna",https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-40-m2-warszawa-geodezyjna-ID4snuF,"ul. Geodezyjna, Grodzisk, Białołęka, Warszawa, mazowieckie",589 000 zł,2 pokoje,40.35 m²,Brak informacji
420,2-pokojowe mieszkanie 45m2 + ogródek Bezpośrednio,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-ogrodek-bezposrednio-ID4syB1,"ul. Kazimierza Gierdziejewskiego, Szamoty, Ursus, Warszawa, mazowieckie",691 286 zł,2 pokoje,45.72 m²,parter
421,4-pokojowe mieszkanie 73m2 + ogródek Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-73m2-ogrodek-bez-prowizji-ID4ttdg,"ul. Mariana Hemara, Brzeziny, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,73.47 m²,parter
422,4-pokojowe mieszkanie 94m2 + balkon,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-94m2-balkon-ID4oUcG,"ul. Polska, Siekierki, Mokotów, Warszawa, mazowieckie",1 583 938 zł,4 pokoje,94.62 m²,3 piętro
423,3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-bez-prowizji-ID4qtsy,"ul. Narożna, Raków, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,55.17 m²,1 piętro
424,4-pokojowe mieszkanie 83m2 + taras Bez Prowizji,https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-83m2-taras-bez-prowizji-ID4psD0,"ul. Duninów, Henryków, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,83.52 m²,3 piętro
425,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-68m2-balkon-bezposrednio-ID.4nKeu,,,Brak informacji,Brak informacji,Brak informacji
lp,title,link,localization,price,rooms_number,area,floor
426,3 pokoje z ogródkiem,https://www.otodom.pl/pl/oferta/3-pokoje-z-ogrodkiem-ID4u1n8,"ul. Kłobucka, Wyczółki, Ursynów, Warszawa, mazowieckie",1 130 000 zł,3 pokoje,58 m²,parter
427,Sprzedam mieszkanie Grochów,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-grochow-ID4u21L,"ul. Wojciecha Chrzanowskiego, Grochów, Praga-Południe, Warszawa, mazowieckie",1 150 000 zł,2 pokoje,50 m²,Brak informacji
428,Mieszkanie przy ul. S. Batorego 33,https://www.otodom.pl/pl/oferta/mieszkanie-przy-ul-s-batorego-33-ID4u1XV,"ul. Stefana Batorego, Stary Mokotów, Mokotów, Warszawa, mazowieckie",569 000 zł,1 pokój,28.5 m²,2 piętro
429,3-pokojowe mieszkanie 61m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-balkon-bez-prowizji-ID4psDb,"ul. Duninów, Henryków, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,61.1 m²,1 piętro
430,2-pokojowe mieszkanie 38m2 + balkon,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-ID4rTOa,"ul. Narożna, Raków, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,38.26 m²,2 piętro
431,Nowość! Przy Galerii Północnej/ Białołęka _9B2,https://www.otodom.pl/pl/oferta/nowosc-przy-galerii-polnocnej-bialoleka-9b2-ID4sDkE,"ul. Pałuków, Tarchomin, Białołęka, Warszawa, mazowieckie",761 646 zł,3 pokoje,62.43 m²,1 piętro
432,"Miasto-Ogród , wygodne 3 pokoje, ogródek 73 m2",https://www.otodom.pl/pl/oferta/miasto-ogrod-wygodne-3-pokoje-ogrodek-73-m2-ID4rQf1,"ul. Potrzebna, Nowe Włochy, Włochy, Warszawa, mazowieckie",1 020 000 zł,3 pokoje,59.1 m²,parter
433,Aleja Krakowska 201 | mieszkanie 2-pok. | M5,https://www.otodom.pl/pl/oferta/aleja-krakowska-201-mieszkanie-2-pok-m5-ID4tz5E,"al. Aleja Krakowska 201, Okęcie, Włochy, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,41.49 m²,parter
434,Lokal mieszkalny 92 m2 Duży balkon 1 Piętro garaż,https://www.otodom.pl/pl/oferta/lokal-mieszkalny-92-m2-duzy-balkon-1-pietro-garaz-ID4osPG,"ul. Ryżowa, Stare Włochy, Włochy, Warszawa, mazowieckie",1 642 762 zł,4 pokoje,92.29 m²,1 piętro
435,Apartamenty Pustułeczki | mieszkanie 2-pok. | M2,https://www.otodom.pl/pl/oferta/apartamenty-pustuleczki-mieszkanie-2-pok-m2-ID4rhQ1,"ul. Pustułeczki, Stary Imielin, Ursynów, Warszawa, mazowieckie",821 789 zł,2 pokoje,45.91 m²,parter
436,Oaza Mokotów | apartament 4-pok. | 41,https://www.otodom.pl/pl/oferta/oaza-mokotow-apartament-4-pok-41-ID4pIYP,"ul. Piaseczyńska 41, Sielce, Mokotów, Warszawa, mazowieckie",Zapytaj o cenę,4 pokoje,126.3 m²,2 piętro
437,5 pokoi - METRO - Niska zabudowa - Duże sypialnie,https://www.otodom.pl/pl/oferta/5-pokoi-metro-niska-zabudowa-duze-sypialnie-ID4qXMj,"Huta, Bielany, Warszawa, mazowieckie",Zapytaj o cenę,5 pokoi,123 m²,parter
438,Moja Północna III| 4-pok.| 151,https://www.otodom.pl/pl/oferta/moja-polnocna-iii-4-pok-151-ID4sxyF,"ul. Szafrańców, Tarchomin, Białołęka, Warszawa, mazowieckie",932 788 zł,4 pokoje,67.78 m²,1 piętro
439,Praga Studio | lokal inw. 3-pok. | 1_02,https://www.otodom.pl/pl/oferta/praga-studio-lokal-inw-3-pok-1-02-ID4ooUk,"ul. Zgierska 1, Grochów, Praga-Południe, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,38.24 m²,1 piętro
440,"Mieszkanie 70 m2, 3 pokoje, garderoba,winda, garaż",https://www.otodom.pl/pl/oferta/mieszkanie-70-m2-3-pokoje-garderoba-winda-garaz-ID4trFI,"ul. Gościniec 142, Stara Miłosna, Wesoła, Warszawa, mazowieckie",911 629 zł,3 pokoje,69.59 m²,1 piętro
441,Mieszkanie 92m - możliwość podziału na 3 kawalerki,https://www.otodom.pl/pl/oferta/mieszkanie-92m-mozliwosc-podzialu-na-3-kawalerki-ID4pcm8,"ul. Kazimierza Szałasa, Henryków, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,3 pokoje,92.08 m²,2 piętro
442,"SG59 | 2-pok. mieszkanie - 40,06 m² + balkon | 2",https://www.otodom.pl/pl/oferta/sg59-2-pok-mieszkanie-40-06-m-balkon-2-ID4tOBZ,"ul. Skarbka z Gór 59A, Grodzisk, Białołęka, Warszawa, mazowieckie",Zapytaj o cenę,2 pokoje,40.06 m²,1 piętro
443,"Praga-Północ, 4 pok. 95,39 m , piętro 4",https://www.otodom.pl/pl/oferta/praga-polnoc-4-pok-95-39-m-pietro-4-ID4qHQh,"Nowa Praga, Praga-Północ, Warszawa, mazowieckie",1 900 000 zł,4 pokoje,95.38 m²,4 piętro
444,"Praga-Północ, ul. Szwedzka, 32,39 m",https://www.otodom.pl/pl/oferta/praga-polnoc-ul-szwedzka-32-39-m-ID4tiMf,"ul. Szwedzka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",695 000 zł,1 pokój,32.39 m²,1 piętro
445,"Śródmieście Al. Jana Pawła II , 4 pok. 95,40 m",https://www.otodom.pl/pl/oferta/srodmiescie-al-jana-pawla-ii-4-pok-95-40-m-ID4rEOA,"Nowolipki, Wola, Warszawa, mazowieckie",1 682 000 zł,4 pokoje,95.4 m²,7 piętro
446,"Śródmieście Al. Niepodległości, 137,63 m",https://www.otodom.pl/pl/oferta/srodmiescie-al-niepodleglosci-137-63-m-ID4sOq9,"al. Aleja Niepodległości, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",3 000 000 zł,3 pokoje,137.63 m²,2 piętro
447,"Ochota , 4 pok. 76,66 m, garaż",https://www.otodom.pl/pl/oferta/ochota-4-pok-76-66-m-garaz-ID4rUpF,"Raków, Włochy, Warszawa, mazowieckie",1 650 000 zł,4 pokoje,76.66 m²,3 piętro
448,"Ochota ul. Grójecka, 3 pok. 56,90 m",https://www.otodom.pl/pl/oferta/ochota-ul-grojecka-3-pok-56-90-m-ID4sqkm,"ul. Grójecka, Szczęśliwice, Ochota, Warszawa, mazowieckie",850 000 zł,3 pokoje,56.9 m²,5 piętro
449,"Ochota ul. Sierpińskiego, 1 pok. 39 m garaż",https://www.otodom.pl/pl/oferta/ochota-ul-sierpinskiego-1-pok-39-m-garaz-ID4tqKo,"ul. Wacława Sierpińskiego, Rakowiec, Ochota, Warszawa, mazowieckie",600 000 zł,1 pokój,39 m²,6 piętro
450,BEZ PROWiZJi ! Dwupokojowe z balkonem 38m2 SADYBA,https://www.otodom.pl/pl/oferta/bez-prowizji-dwupokojowe-z-balkonem-38m2-sadyba-ID4tRHP,"ul. św. Bonifacego 71, Sadyba, Mokotów, Warszawa, mazowieckie",699 000 zł,2 pokoje,38 m²,2 piętro
451,Dwa pokoje. Balkon. Ogródek. Stare Bielany. Metro.,https://www.otodom.pl/pl/oferta/dwa-pokoje-balkon-ogrodek-stare-bielany-metro-ID4u2uR,"ul. Bolesława Podczaszyńskiego, Stare Bielany, Bielany, Warszawa, mazowieckie",945 000 zł,3 pokoje,45 m²,parter
452,Mieszkanie na sprzedaż ul. Giełdowa 4,https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-ul-gieldowa-4-ID4m1vJ,"ul. Giełdowa 4, Czyste, Wola, Warszawa, mazowieckie",910 000 zł,2 pokoje,36.61 m²,6 piętro
453,"ROI 11 %, Metro 90m,do negocjacji, bez prowizji",https://www.otodom.pl/pl/oferta/roi-11-metro-90m-do-negocjacji-bez-prowizji-ID4tc2Z,"ul. Kowieńska 24, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",1 150 000 zł,3 pokoje,72 m²,1 piętro
454,2 pokoje | oś.Moderna |11p. | Las | M2 pieszo 8min,https://www.otodom.pl/pl/oferta/2-pokoje-os-moderna-11p-las-m2-pieszo-8min-ID4tOGw,"ul. Głębocka 5, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",894 000 zł,2 pokoje,43 m²,10+ piętro
455,"Promocja 11800zł/m2!12 min do Metra,2 Balkony,Las",https://www.otodom.pl/pl/oferta/promocja-11800zl-m2-12-min-do-metra-2-balkony-las-ID4s8hc,"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",780 000 zł,4 pokoje,66 m²,Brak informacji
456,Bezpośrednio - Nowe 3 pokoje ul.Berensona 131,https://www.otodom.pl/pl/oferta/bezposrednio-nowe-3-pokoje-ul-berensona-131-ID4tX8u,"ul. Leona Berensona, Grodzisk, Białołęka, Warszawa, mazowieckie",624 000 zł,3 pokoje,53 m²,Brak informacji
457,MIESZKANIE 3-pokojowe 69m2 METRO M2 0% PROWIZJI,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-69m2-metro-m2-0-prowizji-ID4tmrk,"ul. Skarbka z Gór, Grodzisk, Białołęka, Warszawa, mazowieckie",1 050 777 zł,3 pokoje,68.9 m²,3 piętro
458,Praga Północ Osiedle Patio. Apartament. Metro M2,https://www.otodom.pl/pl/oferta/praga-polnoc-osiedle-patio-apartament-metro-m2-ID4u2uc,"ul. Brzeska, Stara Praga, Praga-Północ, Warszawa, mazowieckie",620 000 zł,1 pokój,26 m²,3 piętro
459,Piękne mieszkanie na Starym Mokotowie,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-na-starym-mokotowie-ID4tuH5,"ul. Wołoska, Stary Mokotów, Mokotów, Warszawa, mazowieckie",790 000 zł,2 pokoje,41 m²,1 piętro
460,Mieszkanie Przy Lesie Bielańskim | Balkon | Winda,https://www.otodom.pl/pl/oferta/mieszkanie-przy-lesie-bielanskim-balkon-winda-ID4tE0O,"ul. Wrzeciono, Wrzeciono, Bielany, Warszawa, mazowieckie",779 000 zł,3 pokoje,49.2 m²,2 piętro
461,Muranów/ 2 pokoje / Kamienica,https://www.otodom.pl/pl/oferta/muranow-2-pokoje-kamienica-ID4u1xZ,"ul. Józefa Lewartowskiego 4, Muranów, Śródmieście, Warszawa, mazowieckie",899 000 zł,2 pokoje,38 m²,3 piętro
462,,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-balkon-bez-prowizji-ID.4psDb,,,Brak informacji,Brak informacji,Brak informacji
